key,text,region,cityname,citytype,district,street,bldnum,bldlist
938,"ՎեոլիաՋուրընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 5-ինժամը 11:00-16:00կդադարեցվիԲերդ քաղաքի Մաշտոցի, Խորենացու և Եղիշեի փողոցներիջրամատակարարումը։",Տավուշի մարզ,Բերդ,քաղաք,,Եղիշեի փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 10-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 11-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 12-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 13-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 14-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 16-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 18-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 6-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 7-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 8-րդ փողոց,,
941,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 13:30-ից մինչև ժամը  20:30-ըկդադարեցվիՀաղթանակ թաղամասի10-ից -14 փողոցների, 16 և  18 փողոցների ,  6-ից  9-ը փողոցներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 9-րդ փողոց,,
943,04.02․2021թ․,,,,,,,
944,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 11:30-ից մինչև ժամը  15:00-նկդադարեցվիՋրվեժ Բանավան և Մայակ թաղամասերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Նոր Նորք,Ջրվեժ թաղամաս,,
944,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 11:30-ից մինչև ժամը  15:00-նկդադարեցվիՋրվեժ Բանավան և Մայակ թաղամասերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Նոր Նորք,Բանավան թաղամաս,,
944,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 11:30-ից մինչև ժամը  15:00-նկդադարեցվիՋրվեժ Բանավան և Մայակ թաղամասերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Նոր Նորք,Մայակ թաղամաս,,
946,04.02.2021թ.,,,,,,,
947,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 11:20-ից մինչև ժամը  17:00-նկդադարեցվիԲարձրաշեն գյուղիջրամատակարարումը։",Արարատի մարզ,Բարձրաշեն,գյուղ,,,,
948,Ընկերությունը հայցում է սպառողների ներողամտությունը պատճառված անհանգստության և կանխավ շնորհակալություն հայտնում ըմբռնման համար:04.02.2021թ.,,,,,,,
949,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 10:30-ից մինչև ժամը  18:30-նկդադարեցվիՀաղթանակի 2-րդ փողոցիջրամատակարարումը։",Երևան,Երևան,քաղաք,Մալաթիա-Սեբաստիա,Հաղթանակ 2-րդ փողոց,,
952,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 4-ինժամը 10:30-ից մինչև ժամը  18:00-նկդադարեցվիՍարի Թաղ 18 փողոցիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղի 18-րդ փողոց,,
955,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 15:30-ից մինչև ժամը  18:00-նկդադարեցվիՄանանդյան 20-ից-36 շենքերի, Հ. Հովսեփյան 10,10/1 և Բագրատունյաց 18 շենքերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Շենգավիթ,Բագրատունյաց փողոց,18,
955,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 15:30-ից մինչև ժամը  18:00-նկդադարեցվիՄանանդյան 20-ից-36 շենքերի, Հ. Հովսեփյան 10,10/1 և Բագրատունյաց 18 շենքերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Շենգավիթ,Մանանդյան փողոց,,20-36
955,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 15:30-ից մինչև ժամը  18:00-նկդադարեցվիՄանանդյան 20-ից-36 շենքերի, Հ. Հովսեփյան 10,10/1 և Բագրատունյաց 18 շենքերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Շենգավիթ,Հայկ Հովսեփյան փողոց,,"10, 10/1"
957,03.02․2021թ․,,,,,,,
958,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 12:30-ից մինչև ժամը  19:00-նկդադարեցվիԱլավերդի  քաղաքի Սանահին-Սարահարթթաղամասի      ջրամատակարարումը։",Լոռու մարզ,Ալավերդի,քաղաք,,Սանահին-Սարահարթ թաղամաս,,
962,03.12.2020թ.,,,,,,,
963,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 12:15-ից մինչև ժամը  17:00-նկդադարեցվիՎանաձոր քաղաքի ՔՇՀ-2 թաղամասի 60 և 61   շենքերիջրամատակարարումը։",Լոռու մարզ,Վանաձոր,քաղաք,,ՔՇՀ-2 թաղամաս,,"60, 61"
965,03.02․2021թ,,,,,,,
966,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 11:30-ից մինչև ժամը  14:00-նկդադարեցվիՓարաքար գյուղի Մայրաքաղաքային փողոցիջրամատակարարումը։",Արմավիրի մարզ,Փարաքար,գյուղ,,Մայրաքաղաքային փողոց,,
968,03.02.2021թ.,,,,,,,
969,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 10:45-ից մինչև ժամը  14:00-նկդադարեցվիԱբովյանքաղաքի 6-րդ միկրոշրջանի 5 ա-5 վ կենտ համարներիջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,6-րդ միկրոշրջան,,5ա-5վ
971,03.02.2021թ,,,,,,,
972,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 11:00-ից մինչև ժամը  20:00-նկդադարեցվիԴիլիջանքաղաքիԿալինինիև Իվանովիփողոցներիջրամատակարարումը։",Տավուշի մարզ,Դիլիջան,քաղաք,,Կալինինի փողոց,,
975,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 10:00-ից մինչև ժամը  13:00-նկդադարեցվիԵղեգնաձորքաղաքիՏեր-Առաքելյանև Թամանցիներփողոցներիջրամատակարարումը։",Վայոց ձորի մարզ,Եղեգնաձոր,քաղաք,,Տեր-Առաքելյան փողոց,,
975,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 10:00-ից մինչև ժամը  13:00-նկդադարեցվիԵղեգնաձորքաղաքիՏեր-Առաքելյանև Թամանցիներփողոցներիջրամատակարարումը։",Վայոց ձորի մարզ,Եղեգնաձոր,քաղաք,,Թամանցիներ փողոց,,
978,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 10:00-ից մինչև ժամը  22:00-նկդադարեցվիԴավթաշեն 2-րդ թաղամասի 1ից – 21, 27-ից -47   շենքերի ,ջրամատակարարումը։",Երևան,Երևան,քաղաք,Դավթաշեն,Դավթաշեն 2-րդ թաղամաս,,"1-21, 27-47"
981,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 3-ինժամը 09:30-ից մինչև ժամը  15:00-նկդադարեցվիԴավիթ Բեկ փողոցի 1-70 առանձնատներիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Դավիթ Բեկ փողոց,,1-70
984,"ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 12:40-ից մինչև ժամը  15:00-նկդադարեցվիՍարի Թաղ18 փողոցիջրամատակարարումը։",Երևան,Երևան,քաղաք,Էրեբունի,Սարի Թաղ 18-րդ փողոց,,
986,02.02․2021թ․,,,,,,,
987,"ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 13:00-ից մինչև ժամը  18:00-նկդադարեցվիԲարձրաշեն գյուղի Սարոյան, Պ. Սևակ, Րաֆֆու և Թումանյան փողոցներիջրամատակարարումը։",Արարատի մարզ,Բարձրաշեն,գյուղ,,Սարոյան փողոց,,
987,"ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 13:00-ից մինչև ժամը  18:00-նկդադարեցվիԲարձրաշեն գյուղի Սարոյան, Պ. Սևակ, Րաֆֆու և Թումանյան փողոցներիջրամատակարարումը։",Արարատի մարզ,Բարձրաշեն,գյուղ,,Պարույր Սևակ փողոց,,
987,"ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 13:00-ից մինչև ժամը  18:00-նկդադարեցվիԲարձրաշեն գյուղի Սարոյան, Պ. Սևակ, Րաֆֆու և Թումանյան փողոցներիջրամատակարարումը։",Արարատի մարզ,Բարձրաշեն,գյուղ,,Րաֆֆու փողոց,,
987,"ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 13:00-ից մինչև ժամը  18:00-նկդադարեցվիԲարձրաշեն գյուղի Սարոյան, Պ. Սևակ, Րաֆֆու և Թումանյան փողոցներիջրամատակարարումը։",Արարատի մարզ,Բարձրաշեն,գյուղ,,Թումանյան փողոց,,
990,"ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 13:00-ից մինչև ժամը  16:00-նկդադարեցվիԱվան Թումանյան թաղամասիջրամատակարարումը։",Երևան,Երևան,քաղաք,Ավան,Թումանյան թաղամաս,,
993,"ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 12:00-ից մինչև ժամը  18:00-նկդադարեցվիՄյասնիկյան գյուղիջրամատակարարումը։",Արմավիրի մարզ,Մյասնիկյան,գյուղ,,,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,Էլար փողոց,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,Էլարի 1-ին նրբանցք,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,Էլարի 2-րդ նրբանցք,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,1-ին փողոց,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,2-րդ փողոց,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,3-րդ փողոց,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,Վոլկովի 1-ին նրբանցք,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,Վոլկովի 2-րդ նրբանցք,,
996,"«Վեոլիա Ջուր» ընկերությունը տեղեկացնում է իր հաճախորդներին և  սպառողներին, որ վթարային աշխատանքներով պայմանավորված, ս.թ փետրվարի 2-ին ժամը 12:30-ից մինչև ժամը  15:30-ը  կդադարեցվի Աբովյան քաղաքի Էլար փողոցի, Էլարի 1-ին և 2-րդ  նրբանցքների, 1-ին,  2-րդ և  3-րդ փողոցների , Վոլկովի 1-ին,  2-րդ նրբանցքների և Երևանյան փողոցի 1  շենքի      ջրամատակարարումը։",Կոտայքի մարզ,Աբովյան,քաղաք,,Երևանյան փողոց,1,
999,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 11:00-ից մինչև ժամը  16:00-նկդադարեցվիՖուչիկի1-ին նրբանցք 15 և 17 բազմաբնակարան  շենքերիջրամատակարարումը։",Երևան,Երևան,քաղաք,Աջափնյակ,Ֆուչիկի փողոց 1-ին նրբանցք,,"15, 17"
1002,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 12:00-ից մինչև ժամը  20:00-նկդադարեցվիՀաղթանակ և Այրում գյուղերիջրամատակարարումը։",Տավուշի մարզ,Հաղթանակ,գյուղ,,,,
1002,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 12:00-ից մինչև ժամը  20:00-նկդադարեցվիՀաղթանակ և Այրում գյուղերիջրամատակարարումը։",Տավուշի մարզ,Այրում,գյուղ,,,,
1005,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 12:00-ից մինչև ժամը  20:00-նկդադարեցվիՇնող գյուղիջրամատակարարումը։",Լոռու մարզ,Շնող,գյուղ,,,,
1007,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 11:00-ից մինչև ժամը  15:00-ըկդադարեցվիՄալիշկա գյուղի 1-ին և Կենտրոնական փողոցներիջրամատակարարումը։",Վայոց ձորի մարզ,Մալիշկա,գյուղ,,Կենտրոնական փողոց,,
1007,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 2-ինժամը 11:00-ից մինչև ժամը  15:00-ըկդադարեցվիՄալիշկա գյուղի 1-ին և Կենտրոնական փողոցներիջրամատակարարումը։",Վայոց ձորի մարզ,Մալիշկա,գյուղ,,1-ին փողոց,,
1009,02.02․2021թ,,,,,,,
1010,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 15:40-ից մինչև ժամը  17:30-ըկդադարեցվիՆուբարաշեն 9-րդ փողոցիջրամատակարարումը։",Երևան,Երևան,քաղաք,Նուբարաշեն,9-րդ փողոց,,
1012,01.02․2021թ․,,,,,,,
1013,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ  փետրվարի 1-ինժամը 14:00-ից  մինչև  ժամը    19:00-նկդադարեցվիԱրտաշատ քաղաքիջրամատակարարումը։",Արարատի մարզ,Արտաշատ,քաղաք,,,,
1015,01.02.2021թ,,,,,,,
1016,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 13:00-ից մինչև ժամը  18:00-նկդադարեցվիԱրարատյան փողոցի 5-րդ, 7-րդ և 9-րդ շենքերիջրամատակարարումը։",Երևան,Երևան,քաղաք,,Արարատյան փողոց,,"5, 7, 9"
1018,01.02.2021թ․,,,,,,,
1019,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 12:45-ից մինչև ժամը  18:00-նկդադարեցվիՎանաձոր քաղաքի Տաթև, Կիլիկիա, Կարբիշև, Աղաբաբյան   փողոցների, Խ.Աբովյան  1-ին շենքի և 1-ից  62 առանձնատներիջրամատակարարումը։",Լոռու մարզ,Վանաձոր,քաղաք,,Տաթևի փողոց,,
1019,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 12:45-ից մինչև ժամը  18:00-նկդադարեցվիՎանաձոր քաղաքի Տաթև, Կիլիկիա, Կարբիշև, Աղաբաբյան   փողոցների, Խ.Աբովյան  1-ին շենքի և 1-ից  62 առանձնատներիջրամատակարարումը։",Լոռու մարզ,Վանաձոր,քաղաք,,Կիլիկիա փողոց,,
1019,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 12:45-ից մինչև ժամը  18:00-նկդադարեցվիՎանաձոր քաղաքի Տաթև, Կիլիկիա, Կարբիշև, Աղաբաբյան   փողոցների, Խ.Աբովյան  1-ին շենքի և 1-ից  62 առանձնատներիջրամատակարարումը։",Լոռու մարզ,Վանաձոր,քաղաք,,Կարբիշեվի փողոց,,
1019,"«ՎեոլիաՋուր»ընկերությունըտեղեկացնումէիրհաճախորդներինևսպառողներին,որվթարայինաշխատանքներովպայմանավորված,ս.թ փետրվարի 1-ինժամը 12:45-ից մինչև ժամը  18:00-նկդադարեցվիՎանաձոր քաղաքի Տաթև, Կիլիկիա, Կարբիշև, Աղաբաբյան   փողոցների, Խ.Աբովյան  1-ին շենքի և 1-ից  62 առանձնատներիջրամատակարարումը։",Լոռու մարզ,Վանաձոր,քաղաք,,Խաչատուր Աբովյան փողոց,,1-62
